respondent_id,q1_age_group,q1_age_numeric,q2_city,q3_occupation,q4_income_bracket,q4_income_numeric,q5_cups_per_day,q5_cups_numeric,q6_occ_early_morning,q6_occ_mid-morning_work,q6_occ_afternoon,q6_occ_evening,q6_occ_late_night,q7_flavour_pref,q8_ctx_at_home,q8_ctx_officecollege,q8_ctx_cafe,q8_ctx_rtd_onthego,q8_ctx_mixed,q9_tenure,q9_tenure_numeric,q10_entry_product,q11_cold_brew,q11_hot_brew_bags,q11_instant_coffee,q11_ground_coffee,q11_rtd_bottles,q11_subscription_box,q11_merchandise,q11_products_combined,n_categories_purchased,q12_purchase_freq,q12_freq_numeric,q13_ch_sleepy_owl_w,q13_ch_amazon,q13_ch_instagram,q13_ch_word_of_mout,q13_ch_offline_stor,q13_ch_influencer,q14_monthly_spend_inr,q15_share_of_wallet,q16_price_perception,q17_trig_discount,q17_trig_trusted_reco,q17_trig_curiosity,q17_trig_limited_edit,q17_trig_online_revie,q17_trig_sample,q17_trig_rarely_try_n,q18_gifting_behaviour,q19_subscription,q20_rec_responsiveness,q20_rec_numeric,q21_coffee_identity,q22_health_conscious,q22_health_numeric,brand_loyalty_score,is_single_category_buyer,is_enthusiast,is_gifter,is_subscriber,q23_crosssell_intent
SO_0053,31-35,33.0,Mumbai,Self-Employed/Freelancer,50k-1L,3.0,5+ cups,5.5,0,1,0,0,0,Smooth & Balanced,1,1,0,1,0,6-12 months,3,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,2-3x/month,4,0,0,0,1,1,0,1007.0,51-75%,Slightly Overpriced,0,0,0,0,1,0,1,Yes - Once/Twice,Currently Subscribed,Almost Always,4.0,Still Exploring,Neutral,2.0,7.4,1,0,1,1,Maybe
SO_0054,31-35,33.0,Other,Working Professional,25k-50k,2.0,3-4 cups,3.5,1,0,0,0,0,Smooth & Balanced,0,1,1,0,0,3-6 months,2,Merchandise,1,0,0,0,0,0,1,Cold Brew|Merchandise,2,Every 2-3 months,2,1,1,1,1,0,0,678.0,<25%,Overpriced,0,0,1,0,0,1,1,No And Wouldn't,Prefer One-Time,Rarely,2.0,Coffee Enthusiast,Not Health-Conscious,1.0,4.0,0,0,0,0,Maybe
SO_0055,22-25,23.5,Pune,Working Professional,1L-2L,4.0,3-4 cups,3.5,1,0,1,0,1,Sweet & Creamy,1,1,1,0,1,6-12 months,3,Ground Coffee,1,0,1,1,0,1,1,Cold Brew|Instant Coffee|Ground Coffee|Subscription Box|Merchandise,5,Rarely,1,0,1,0,0,0,0,1018.0,25-50%,Slightly Overpriced,1,1,0,0,0,0,0,No And Wouldn't,Prefer One-Time,Almost Always,4.0,Purely Functional,Somewhat Health-Conscious,3.0,4.5,0,1,0,0,Yes
SO_0056,31-35,33.0,Hyderabad,Student,50k-1L,3.0,1-2 cups,1.5,1,1,0,0,0,No Preference,1,0,1,0,0,3-6 months,2,Subscription Box,1,0,1,0,1,1,1,Cold Brew|Instant Coffee|RTD Bottles|Subscription Box|Merchandise,5,Every 2-3 months,2,0,1,0,1,0,0,913.0,51-75%,Fair Value,1,1,0,0,1,0,0,No But Would,Interested,Occasionally,3.0,Purely Functional,Not Health-Conscious,1.0,5.4,0,1,0,0,Yes
SO_0057,18-21,19.5,Bengaluru,Self-Employed/Freelancer,50k-1L,3.0,1-2 cups,1.5,1,0,0,0,0,Strong & Bold,1,1,1,0,0,<3 months,1,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Every 2-3 months,2,0,1,1,0,1,0,734.0,25-50%,Slightly Overpriced,0,1,0,0,0,1,0,No And Wouldn't,Interested,Occasionally,3.0,Social Experience,Not Health-Conscious,1.0,3.2,1,0,0,0,Yes
SO_0058,18-21,19.5,Delhi/NCR,Student,50k-1L,3.0,1-2 cups,1.5,0,1,0,0,0,Strong & Bold,0,1,1,0,1,6-12 months,3,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,2-3x/month,4,0,0,1,0,0,0,61.0,51-75%,Overpriced,0,1,0,0,1,1,0,Yes - Once/Twice,Prefer One-Time,Occasionally,3.0,Social Experience,Not Health-Conscious,1.0,7.6,1,0,1,0,Yes
SO_0059,18-21,19.5,Hyderabad,Self-Employed/Freelancer,1L-2L,4.0,1-2 cups,1.5,1,1,0,0,0,Sweet & Creamy,1,0,0,1,0,1-2 years,4,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Every 2-3 months,2,0,1,0,1,0,0,621.0,51-75%,Fair Value,1,1,1,0,0,0,0,No But Would,Interested,Almost Always,4.0,Daily Ritual,Neutral,2.0,7.1,1,0,0,0,Maybe
SO_0060,22-25,23.5,Bengaluru,Other,1L-2L,4.0,1-2 cups,1.5,1,1,0,1,0,Light & Fruity,1,1,1,0,0,<3 months,1,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Monthly,3,0,0,1,0,0,0,804.0,<25%,Slightly Overpriced,0,1,1,0,1,0,0,Yes - Once/Twice,Was Subscribed/Cancelled,Occasionally,3.0,Purely Functional,Neutral,2.0,3.7,1,0,1,0,Maybe
SO_0061,22-25,23.5,Mumbai,Student,25k-50k,2.0,1-2 cups,1.5,1,0,0,0,1,Smooth & Balanced,1,0,0,0,0,3-6 months,2,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Every 2-3 months,2,0,0,1,0,0,1,339.0,25-50%,Fair Value,1,1,1,0,0,0,0,No But Would,Prefer One-Time,Actively Ignore,1.0,Social Experience,Somewhat Health-Conscious,3.0,5.8,1,0,0,0,Yes
SO_0062,18-21,19.5,Bengaluru,Student,25k-50k,2.0,1-2 cups,1.5,1,0,0,1,0,Smooth & Balanced,1,0,0,1,1,6-12 months,3,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Every 2-3 months,2,1,1,0,0,0,0,399.0,25-50%,Fair Value,0,0,1,1,0,0,0,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Purely Functional,Somewhat Health-Conscious,3.0,5.0,1,0,0,0,No
SO_0063,26-30,28.0,Pune,Working Professional,50k-1L,3.0,5+ cups,5.5,0,1,0,1,0,Sweet & Creamy,1,0,0,0,0,1-2 years,4,Instant Coffee,1,0,1,1,1,1,1,Cold Brew|Instant Coffee|Ground Coffee|RTD Bottles|Subscription Box|Merchandise,6,2-3x/month,4,0,0,1,1,0,1,1367.0,25-50%,Excellent Value,1,0,0,0,0,0,0,No And Wouldn't,Interested,Almost Always,4.0,Social Experience,Very Health-Conscious,4.0,8.0,0,1,0,0,Maybe
SO_0064,22-25,23.5,Bengaluru,Student,50k-1L,3.0,1-2 cups,1.5,1,0,0,1,0,Sweet & Creamy,1,0,0,1,1,<3 months,1,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,1,0,0,1,0,1,595.0,51-75%,Fair Value,1,0,1,0,1,0,0,No But Would,Was Subscribed/Cancelled,Occasionally,3.0,Purely Functional,Neutral,2.0,5.3,1,0,0,0,No
SO_0065,22-25,23.5,Mumbai,Self-Employed/Freelancer,25k-50k,2.0,5+ cups,5.5,1,0,0,1,0,Sweet & Creamy,1,1,0,0,0,<3 months,1,Hot Brew Bags,1,1,0,0,1,0,0,Cold Brew|Hot Brew Bags|RTD Bottles,3,2-3x/month,4,0,0,0,0,1,0,788.0,25-50%,Slightly Overpriced,1,0,0,1,0,0,1,Yes - Once/Twice,Interested,Occasionally,3.0,Purely Functional,Very Health-Conscious,4.0,4.7,0,0,1,0,Yes
SO_0066,22-25,23.5,Pune,Student,1L-2L,4.0,<1 cup,0.5,0,1,0,0,0,Smooth & Balanced,1,0,0,1,1,6-12 months,3,RTD Bottles,0,0,0,0,1,0,0,RTD Bottles,1,2-3x/month,4,1,1,0,1,0,1,942.0,51-75%,Excellent Value,1,1,0,0,0,0,0,Yes - Multiple Times,Currently Subscribed,Occasionally,3.0,Social Experience,Somewhat Health-Conscious,3.0,7.9,1,0,1,1,Maybe
SO_0067,18-21,19.5,Mumbai,Student,50k-1L,3.0,1-2 cups,1.5,0,1,0,1,0,Smooth & Balanced,0,1,0,1,1,1-2 years,4,Hot Brew Bags,1,1,1,1,1,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|RTD Bottles|Subscription Box,6,Monthly,3,0,1,1,1,0,1,1091.0,51-75%,Fair Value,1,0,1,0,1,0,0,No And Wouldn't,Interested,Occasionally,3.0,Social Experience,Neutral,2.0,7.6,0,1,0,0,Yes
SO_0068,26-30,28.0,Delhi/NCR,Other,25k-50k,2.0,1-2 cups,1.5,0,0,1,1,0,Light & Fruity,0,1,1,0,1,<3 months,1,Ground Coffee,0,1,1,1,0,0,0,Hot Brew Bags|Instant Coffee|Ground Coffee,3,Monthly,3,0,0,1,1,0,0,538.0,25-50%,Slightly Overpriced,0,1,1,0,0,0,1,No But Would,Prefer One-Time,Occasionally,3.0,Social Experience,Not Health-Conscious,1.0,5.3,0,0,0,0,Yes
SO_0069,18-21,19.5,Mumbai,Working Professional,Below 25k,1.0,1-2 cups,1.5,1,0,0,1,0,Smooth & Balanced,1,0,0,0,0,3-6 months,2,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Monthly,3,0,1,0,1,1,0,490.0,51-75%,Overpriced,1,0,0,0,0,1,1,Yes - Once/Twice,Was Subscribed/Cancelled,Actively Ignore,1.0,Purely Functional,Somewhat Health-Conscious,3.0,4.9,1,0,1,0,Yes
SO_0070,36+,37.0,Delhi/NCR,Self-Employed/Freelancer,25k-50k,2.0,1-2 cups,1.5,0,1,1,1,0,Smooth & Balanced,1,1,0,0,0,1-2 years,4,Instant Coffee,1,0,1,0,0,0,1,Cold Brew|Instant Coffee|Merchandise,3,Every 2-3 months,2,0,0,0,1,0,0,570.0,25-50%,Fair Value,1,0,0,0,0,0,1,No And Wouldn't,Interested,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,5.5,0,0,0,0,Maybe
SO_0071,26-30,28.0,Chennai,Working Professional,Above 2L,5.0,1-2 cups,1.5,0,1,0,1,0,Smooth & Balanced,1,0,0,0,1,<3 months,1,Subscription Box,1,0,0,1,0,1,1,Cold Brew|Ground Coffee|Subscription Box|Merchandise,4,Monthly,3,0,1,0,1,0,0,1158.0,51-75%,Excellent Value,1,0,1,0,0,0,0,No But Would,Was Subscribed/Cancelled,Occasionally,3.0,Purely Functional,Very Health-Conscious,4.0,5.1,0,1,0,0,No
SO_0072,18-21,19.5,Bengaluru,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,1,1,0,0,Strong & Bold,0,1,0,0,1,3-6 months,2,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Rarely,1,1,1,0,1,0,1,395.0,51-75%,Fair Value,0,1,0,0,0,1,1,No But Would,Prefer One-Time,Occasionally,3.0,Still Exploring,Somewhat Health-Conscious,3.0,4.0,1,0,0,0,Yes
SO_0073,18-21,19.5,Mumbai,Working Professional,25k-50k,3.0,3-4 cups,3.5,0,1,1,0,0,Smooth & Balanced,1,1,1,0,0,6-12 months,3,Cold Brew,1,1,1,0,1,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|RTD Bottles,4,Every 2-3 months,2,0,0,0,1,0,0,608.0,>75%,Fair Value,0,0,1,1,1,0,0,Yes - Once/Twice,Prefer One-Time,Rarely,2.0,Coffee Enthusiast,Neutral,2.0,6.6,0,1,1,0,Maybe
SO_0074,26-30,28.0,Kolkata,Working Professional,50k-1L,3.0,3-4 cups,3.5,1,0,0,0,0,Light & Fruity,1,1,0,0,0,2+ years,5,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Rarely,1,0,1,0,1,1,0,557.0,51-75%,Slightly Overpriced,0,0,0,1,0,0,0,No And Wouldn't,Currently Subscribed,Occasionally,3.0,Social Experience,Very Health-Conscious,4.0,6.9,1,0,0,1,Maybe
SO_0075,26-30,28.0,Kolkata,Working Professional,25k-50k,3.0,3-4 cups,3.5,0,1,1,0,1,Sweet & Creamy,1,0,0,0,0,3-6 months,2,RTD Bottles,0,0,0,0,1,0,0,RTD Bottles,1,Every 2-3 months,2,1,1,1,0,0,0,628.0,25-50%,Overpriced,1,1,0,0,0,1,0,No And Wouldn't,Prefer One-Time,Rarely,2.0,Daily Ritual,Very Health-Conscious,4.0,3.2,1,0,0,0,Maybe
SO_0076,26-30,28.0,Kolkata,Working Professional,Below 25k,1.0,1-2 cups,1.5,1,0,0,1,0,Smooth & Balanced,1,1,1,0,0,6-12 months,3,Cold Brew,1,1,1,0,1,0,1,Cold Brew|Hot Brew Bags|Instant Coffee|RTD Bottles|Merchandise,5,Monthly,3,0,1,0,0,0,1,899.0,25-50%,Fair Value,1,0,0,1,0,0,0,No And Wouldn't,Was Subscribed/Cancelled,Almost Always,4.0,Daily Ritual,Very Health-Conscious,4.0,6.6,0,1,0,0,Yes
SO_0077,26-30,28.0,Delhi/NCR,Working Professional,25k-50k,3.0,1-2 cups,1.5,1,1,0,1,0,Strong & Bold,1,1,0,1,0,3-6 months,2,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Monthly,3,0,1,1,1,0,1,624.0,51-75%,Fair Value,1,0,1,0,1,0,0,Yes - Multiple Times,Interested,Almost Always,4.0,Coffee Enthusiast,Very Health-Conscious,4.0,6.9,1,0,1,0,No
SO_0078,18-21,19.5,Bengaluru,Student,50k-1L,3.0,1-2 cups,1.5,1,1,1,1,0,Smooth & Balanced,1,1,1,0,1,2+ years,5,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Every 2-3 months,2,0,1,1,1,0,0,586.0,25-50%,Slightly Overpriced,1,1,1,0,0,0,0,Yes - Multiple Times,Prefer One-Time,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,7.2,1,0,1,0,Yes
SO_0079,22-25,23.5,Other,Working Professional,50k-1L,3.0,1-2 cups,1.5,1,1,1,0,1,Sweet & Creamy,0,0,0,1,0,<3 months,1,Hot Brew Bags,0,1,1,0,0,0,0,Hot Brew Bags|Instant Coffee,2,Every 2-3 months,2,0,0,0,1,0,1,43.0,<25%,Excellent Value,0,0,1,0,1,1,0,No But Would,Interested,Rarely,5.0,Purely Functional,Neutral,2.0,4.0,0,0,0,0,No
SO_0080,18-21,19.5,Chennai,Student,25k-50k,2.0,1-2 cups,1.5,0,0,0,1,0,Smooth & Balanced,1,1,0,0,0,6-12 months,3,Hot Brew Bags,1,1,0,0,0,1,0,Cold Brew|Hot Brew Bags|Subscription Box,3,Monthly,3,0,0,0,0,0,1,773.0,25-50%,Excellent Value,1,1,1,0,0,0,0,Yes - Once/Twice,Was Subscribed/Cancelled,Rarely,2.0,Social Experience,Somewhat Health-Conscious,3.0,5.3,0,0,1,0,Maybe
SO_0081,31-35,33.0,Mumbai,Working Professional,50k-1L,3.0,1-2 cups,1.5,0,1,1,0,0,Light & Fruity,0,0,0,1,0,1-2 years,4,Subscription Box,1,1,1,0,1,1,1,Cold Brew|Hot Brew Bags|Instant Coffee|RTD Bottles|Subscription Box|Merchandise,6,Every 2-3 months,2,1,1,1,0,0,1,887.0,>75%,Slightly Overpriced,1,1,0,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Coffee Enthusiast,Neutral,2.0,7.6,0,1,0,0,Maybe
SO_0082,26-30,28.0,Mumbai,Student,Above 2L,5.0,1-2 cups,1.5,0,0,0,1,0,Smooth & Balanced,1,1,1,0,0,2+ years,5,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,Every 2-3 months,2,0,0,0,1,0,0,896.0,25-50%,Fair Value,1,1,1,0,0,0,0,Yes - Once/Twice,Prefer One-Time,Almost Always,4.0,Social Experience,Neutral,2.0,7.3,1,0,1,0,Yes
SO_0083,22-25,23.5,Bengaluru,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,1,0,1,0,Strong & Bold,1,1,1,0,0,1-2 years,4,Instant Coffee,1,1,1,0,0,0,0,Cold Brew|Hot Brew Bags|Instant Coffee,3,2-3x/month,4,0,0,1,0,1,0,779.0,25-50%,Fair Value,0,1,0,0,1,1,0,Yes - Once/Twice,Prefer One-Time,Almost Always,4.0,Purely Functional,Somewhat Health-Conscious,3.0,7.4,0,0,1,0,Maybe
SO_0084,18-21,19.5,Kolkata,Working Professional,25k-50k,2.0,<1 cup,0.5,1,1,1,0,0,Sweet & Creamy,1,1,0,0,0,3-6 months,2,RTD Bottles,0,0,0,0,1,0,0,RTD Bottles,1,Monthly,3,0,0,1,1,1,0,603.0,>75%,Fair Value,0,1,0,1,0,0,0,No And Wouldn't,Interested,Occasionally,3.0,Social Experience,Somewhat Health-Conscious,3.0,6.9,1,0,0,0,Maybe
SO_0085,22-25,23.5,Bengaluru,Student,25k-50k,2.0,3-4 cups,3.5,1,1,1,0,0,Strong & Bold,1,0,0,1,0,6-12 months,3,Cold Brew,1,1,1,1,1,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|RTD Bottles,5,Monthly,3,1,0,0,1,1,0,849.0,<25%,Overpriced,0,1,1,0,0,0,1,No And Wouldn't,Interested,Rarely,2.0,Social Experience,Neutral,2.0,5.4,0,1,0,0,Yes
SO_0086,22-25,23.5,Bengaluru,Student,50k-1L,3.0,3-4 cups,3.5,0,1,0,0,0,Smooth & Balanced,1,1,1,0,1,3-6 months,2,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,2-3x/month,4,0,1,1,1,1,0,1016.0,>75%,Fair Value,1,0,0,1,1,0,0,Yes - Once/Twice,Interested,Occasionally,3.0,Social Experience,Somewhat Health-Conscious,3.0,7.0,1,0,1,0,Maybe
SO_0087,26-30,28.0,Mumbai,Student,1L-2L,4.0,5+ cups,5.5,0,1,0,0,0,Strong & Bold,1,1,1,1,0,6-12 months,3,Instant Coffee,1,1,1,0,0,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Subscription Box,4,Rarely,1,1,1,0,1,0,0,1023.0,51-75%,Fair Value,1,0,0,0,0,0,0,No But Would,Currently Subscribed,Occasionally,3.0,Daily Ritual,Very Health-Conscious,4.0,5.2,0,1,0,1,Yes
SO_0088,26-30,28.0,Hyderabad,Working Professional,25k-50k,2.0,3-4 cups,3.5,1,1,1,0,0,Strong & Bold,1,0,0,0,0,1-2 years,4,Cold Brew,1,1,1,0,1,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|RTD Bottles,4,Every 2-3 months,2,0,1,1,0,1,0,674.0,25-50%,Fair Value,0,1,1,0,0,0,1,Yes - Multiple Times,Currently Subscribed,Almost Always,4.0,Coffee Enthusiast,Not Health-Conscious,1.0,6.6,0,1,1,1,Yes
SO_0089,31-35,33.0,Pune,Self-Employed/Freelancer,50k-1L,3.0,<1 cup,0.5,0,1,1,0,0,Smooth & Balanced,1,1,0,0,0,1-2 years,4,Cold Brew,1,0,0,1,1,0,0,Cold Brew|Ground Coffee|RTD Bottles,3,2-3x/month,4,1,0,0,0,0,0,975.0,<25%,Excellent Value,1,1,0,0,0,1,0,No And Wouldn't,Prefer One-Time,Almost Always,4.0,Purely Functional,Neutral,2.0,9.4,0,0,0,0,Yes
SO_0090,22-25,23.5,Delhi/NCR,Student,Below 25k,3.0,3-4 cups,3.5,1,1,0,0,1,Smooth & Balanced,1,0,1,0,1,6-12 months,3,Hot Brew Bags,0,1,1,1,1,0,0,Hot Brew Bags|Instant Coffee|Ground Coffee|RTD Bottles,4,2-3x/month,4,0,0,0,0,0,1,669.0,<25%,Fair Value,0,1,1,1,0,0,0,No But Would,Interested,Rarely,1.0,Daily Ritual,Neutral,2.0,4.7,0,1,0,0,Yes
SO_0091,18-21,19.5,Chennai,Working Professional,25k-50k,2.0,3-4 cups,3.5,1,1,0,1,0,Light & Fruity,1,1,1,1,0,1-2 years,4,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Every 2-3 months,2,0,0,0,0,0,1,480.0,25-50%,Slightly Overpriced,0,1,0,1,0,1,0,No But Would,Interested,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,5.4,1,0,0,0,Maybe
SO_0092,26-30,28.0,Other,Working Professional,1L-2L,4.0,1-2 cups,1.5,1,1,1,0,0,Sweet & Creamy,0,1,0,1,0,2+ years,5,Cold Brew,1,0,0,0,0,0,1,Cold Brew|Merchandise,2,Weekly+,5,0,0,0,1,0,1,965.0,51-75%,Fair Value,0,0,1,1,0,0,1,Yes - Once/Twice,Prefer One-Time,Actively Ignore,5.0,Daily Ritual,Neutral,2.0,10.0,0,0,1,0,No
SO_0093,26-30,28.0,Mumbai,Working Professional,25k-50k,2.0,1-2 cups,1.5,1,1,0,0,1,Light & Fruity,1,1,0,0,1,2+ years,5,Subscription Box,1,1,1,1,0,1,0,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|Subscription Box,5,Monthly,3,0,1,0,0,0,0,958.0,>75%,Slightly Overpriced,1,0,0,0,0,1,0,No But Would,Currently Subscribed,Occasionally,3.0,Social Experience,Not Health-Conscious,1.0,8.6,0,1,0,1,Yes
SO_0094,22-25,23.5,Bengaluru,Homemaker,50k-1L,3.0,5+ cups,5.5,0,1,0,0,0,Smooth & Balanced,1,1,0,1,0,1-2 years,4,Hot Brew Bags,0,1,0,1,0,0,0,Hot Brew Bags|Ground Coffee,2,2-3x/month,4,0,0,1,1,0,1,947.0,51-75%,Excellent Value,1,0,0,1,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Daily Ritual,Neutral,2.0,9.1,0,0,0,0,No
SO_0095,26-30,28.0,Delhi/NCR,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,1,0,0,0,Light & Fruity,0,0,0,1,0,6-12 months,3,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Every 2-3 months,2,0,1,1,1,1,0,442.0,51-75%,Fair Value,1,1,1,0,0,0,0,No But Would,Prefer One-Time,Occasionally,3.0,Daily Ritual,Somewhat Health-Conscious,3.0,5.9,1,0,0,0,Maybe
SO_0096,22-25,23.5,Pune,Working Professional,1L-2L,4.0,3-4 cups,3.5,1,1,0,0,0,Smooth & Balanced,1,0,0,0,0,6-12 months,3,Cold Brew,1,1,0,0,1,1,0,Cold Brew|Hot Brew Bags|RTD Bottles|Subscription Box,4,Every 2-3 months,2,0,0,0,0,1,0,1001.0,>75%,Excellent Value,0,1,0,0,0,1,0,Yes - Multiple Times,Prefer One-Time,Occasionally,3.0,Social Experience,Somewhat Health-Conscious,3.0,6.8,0,1,1,0,Yes
SO_0097,22-25,23.5,Bengaluru,Student,Below 25k,1.0,<1 cup,0.5,0,1,0,0,1,Smooth & Balanced,1,1,0,0,0,3-6 months,2,RTD Bottles,0,0,0,0,1,0,0,RTD Bottles,1,2-3x/month,4,0,1,1,0,0,1,569.0,>75%,Fair Value,0,1,0,1,0,0,0,No But Would,Prefer One-Time,Rarely,2.0,Daily Ritual,Somewhat Health-Conscious,3.0,7.5,1,0,0,0,Maybe
SO_0098,22-25,23.5,Hyderabad,Student,1L-2L,4.0,1-2 cups,1.5,0,1,0,0,0,Smooth & Balanced,1,0,0,1,1,<3 months,1,Ground Coffee,1,1,1,1,0,1,1,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|Subscription Box|Merchandise,6,Every 2-3 months,2,0,1,0,1,1,1,1204.0,51-75%,Overpriced,1,1,1,0,0,0,0,No But Would,Currently Subscribed,Actively Ignore,1.0,Still Exploring,Somewhat Health-Conscious,3.0,3.3,0,1,0,1,No
SO_0099,18-21,19.5,Pune,Student,25k-50k,2.0,1-2 cups,1.5,1,0,0,0,0,No Preference,1,1,0,0,0,6-12 months,3,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Rarely,1,0,1,1,1,0,1,275.0,<25%,Fair Value,0,1,1,0,0,0,0,Yes - Once/Twice,Was Subscribed/Cancelled,Almost Always,4.0,Purely Functional,Not Health-Conscious,1.0,5.0,1,0,1,0,No
SO_0100,18-21,19.5,Delhi/NCR,Student,1L-2L,4.0,1-2 cups,1.5,1,0,0,0,1,Strong & Bold,1,1,1,0,0,<3 months,1,Hot Brew Bags,1,1,1,1,0,1,1,Cold Brew|Hot Brew Bags|Instant Coffee|Ground Coffee|Subscription Box|Merchandise,6,Monthly,3,0,0,1,1,0,0,1251.0,25-50%,Slightly Overpriced,0,0,1,0,1,1,0,Yes - Once/Twice,Currently Subscribed,Almost Always,4.0,Daily Ritual,Very Health-Conscious,4.0,4.1,0,1,1,1,Yes
SO_0101,18-21,19.5,Kolkata,Working Professional,25k-50k,2.0,3-4 cups,3.5,0,1,0,0,1,Sweet & Creamy,1,0,1,1,0,6-12 months,3,Hot Brew Bags,0,1,0,0,0,0,0,Hot Brew Bags,1,2-3x/month,4,0,1,0,0,0,0,518.0,25-50%,Overpriced,1,0,1,0,0,0,0,Yes - Once/Twice,Was Subscribed/Cancelled,Actively Ignore,1.0,Still Exploring,Neutral,2.0,6.3,1,0,1,0,Maybe
SO_0102,26-30,28.0,Bengaluru,Working Professional,50k-1L,3.0,5+ cups,5.5,0,1,0,1,0,Strong & Bold,0,0,0,0,1,6-12 months,3,Instant Coffee,0,0,1,0,0,0,0,Instant Coffee,1,Every 2-3 months,2,0,1,1,0,1,0,836.0,25-50%,Fair Value,1,1,0,0,1,0,0,No And Wouldn't,Was Subscribed/Cancelled,Rarely,2.0,Still Exploring,Somewhat Health-Conscious,3.0,4.6,1,0,0,0,Maybe
SO_0103,22-25,23.5,Mumbai,Working Professional,25k-50k,2.0,1-2 cups,1.5,0,0,1,0,1,Smooth & Balanced,1,1,0,0,1,6-12 months,3,Ground Coffee,1,0,0,1,0,0,0,Cold Brew|Ground Coffee,2,2-3x/month,4,1,1,1,0,0,0,841.0,25-50%,Fair Value,1,1,0,0,0,1,0,No And Wouldn't,Currently Subscribed,Occasionally,3.0,Coffee Enthusiast,Neutral,2.0,7.0,0,0,0,1,No
SO_0104,22-25,23.5,Hyderabad,Student,1L-2L,4.0,<1 cup,0.5,1,0,1,1,1,Smooth & Balanced,0,0,1,0,1,<3 months,1,Ground Coffee,0,0,0,1,0,0,0,Ground Coffee,1,Monthly,3,0,1,1,1,1,1,917.0,>75%,Excellent Value,1,0,0,1,0,0,1,No And Wouldn't,Prefer One-Time,Occasionally,3.0,Purely Functional,Somewhat Health-Conscious,3.0,6.3,1,0,0,0,Maybe
SO_0105,31-35,33.0,Pune,Student,Below 25k,1.0,3-4 cups,3.5,0,1,0,0,0,Light & Fruity,1,1,0,1,0,<3 months,1,Cold Brew,1,0,0,0,0,0,0,Cold Brew,1,Weekly+,5,0,1,0,0,0,0,742.0,>75%,Fair Value,0,0,1,1,0,0,0,Yes - Once/Twice,Prefer One-Time,Rarely,2.0,Coffee Enthusiast,Neutral,2.0,5.9,1,0,1,0,Maybe
SO_0106,18-21,19.5,Delhi/NCR,Working Professional,25k-50k,2.0,1-2 cups,1.5,1,0,1,1,0,Strong & Bold,1,0,1,0,1,<3 months,1,RTD Bottles,1,1,1,0,1,0,0,Cold Brew|Hot Brew Bags|Instant Coffee|RTD Bottles,4,Monthly,3,0,1,0,1,0,0,658.0,51-75%,Slightly Overpriced,1,0,1,0,0,1,0,No And Wouldn't,Prefer One-Time,Rarely,2.0,Purely Functional,Neutral,2.0,4.0,0,1,0,0,Maybe
SO_0107,22-25,23.5,Pune,Other,50k-1L,3.0,1-2 cups,1.5,1,0,0,0,1,Sweet & Creamy,1,0,1,0,1,<3 months,1,RTD Bottles,0,0,0,0,1,0,0,RTD Bottles,1,Monthly,3,1,0,1,1,0,0,780.0,51-75%,Slightly Overpriced,0,0,0,1,0,0,0,No And Wouldn't,Was Subscribed/Cancelled,Rarely,2.0,Purely Functional,Somewhat Health-Conscious,3.0,5.5,1,0,0,0,Maybe
